Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
SC,20112012,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9720,06/09/2021
SC,20122013,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9622,06/09/2021
SC,20132014,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9676,06/09/2021
SC,20142015,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9524,06/09/2021
SC,20152016,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20162017,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9500,06/09/2021
SC,20172018,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9493,06/09/2021
SC,20182019,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9579,06/09/2021
SC,20192020,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9535,06/09/2021
SC,20202021,24,0004,002,OVERTON ELEMENTARY SCHOOL,0.9456,08/27/2021
DI,20062007,24,0011,000,COZAD CITY SCHOOLS,0.9534,11/09/2012
DI,20072008,24,0011,000,COZAD CITY SCHOOLS,0.9519,11/09/2012
DI,20082009,24,0011,000,COZAD CITY SCHOOLS,0.9281,11/09/2012
DI,20092010,24,0011,000,COZAD CITY SCHOOLS,0.9232,11/09/2012
DI,20102011,24,0011,000,COZAD CITY SCHOOLS,0.9592,11/09/2012
DI,20112012,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9599,11/09/2012
DI,20122013,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9546,07/03/2013
DI,20132014,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9578,07/07/2014
DI,20142015,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9551,08/18/2015
DI,20152016,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9601,12/12/2016
DI,20162017,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9524,03/22/2018
DI,20172018,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9521,08/10/2018
DI,20182019,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9801,08/27/2019
DI,20192020,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9458,09/29/2020
DI,20202021,24,0011,000,COZAD COMMUNITY SCHOOLS,0.9352,08/27/2021
SC,20072008,24,0011,001,COZAD HIGH SCHOOL,0.9372,06/09/2021
SC,20082009,24,0011,001,COZAD HIGH SCHOOL,0.9387,06/09/2021
SC,20092010,24,0011,001,COZAD HIGH SCHOOL,0.9304,06/09/2021
SC,20102011,24,0011,001,COZAD HIGH SCHOOL,0.9539,06/09/2021
SC,20112012,24,0011,001,COZAD HIGH SCHOOL,0.9485,06/09/2021
SC,20122013,24,0011,001,COZAD HIGH SCHOOL,0.9473,06/09/2021
SC,20132014,24,0011,001,COZAD HIGH SCHOOL,0.9449,06/09/2021
SC,20142015,24,0011,001,COZAD HIGH SCHOOL,0.9496,06/09/2021
SC,20152016,24,0011,001,COZAD HIGH SCHOOL,0.9543,06/09/2021
SC,20162017,24,0011,001,COZAD HIGH SCHOOL,0.9415,06/09/2021
SC,20172018,24,0011,001,COZAD HIGH SCHOOL,0.9444,06/09/2021
SC,20182019,24,0011,001,COZAD HIGH SCHOOL,0.9596,06/09/2021
SC,20192020,24,0011,001,COZAD HIGH SCHOOL,0.9309,06/09/2021
SC,20202021,24,0011,001,COZAD HIGH SCHOOL,0.9155,08/27/2021
SC,20072008,24,0011,002,COZAD MIDDLE SCHOOL,0.9544,06/09/2021
SC,20082009,24,0011,002,COZAD MIDDLE SCHOOL,0.8524,06/09/2021
SC,20092010,24,0011,002,COZAD MIDDLE SCHOOL,0.8459,06/09/2021
SC,20102011,24,0011,002,COZAD MIDDLE SCHOOL,0.9605,06/09/2021
SC,20112012,24,0011,002,COZAD MIDDLE SCHOOL,0.9672,06/09/2021
SC,20122013,24,0011,002,COZAD MIDDLE SCHOOL,0.9596,06/09/2021
SC,20132014,24,0011,002,COZAD MIDDLE SCHOOL,0.9635,06/09/2021
SC,20142015,24,0011,002,COZAD MIDDLE SCHOOL,0.9571,06/09/2021
SC,20152016,24,0011,002,COZAD MIDDLE SCHOOL,0.9629,06/09/2021
SC,20162017,24,0011,002,COZAD MIDDLE SCHOOL,0.9560,06/09/2021
SC,20172018,24,0011,002,COZAD MIDDLE SCHOOL,0.9551,06/09/2021
SC,20182019,24,0011,002,COZAD MIDDLE SCHOOL,0.9892,06/09/2021
SC,20192020,24,0011,002,COZAD MIDDLE SCHOOL,0.9497,06/09/2021
SC,20202021,24,0011,002,COZAD MIDDLE SCHOOL,0.9386,08/27/2021
SC,20072008,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9649,06/09/2021
SC,20082009,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9665,06/09/2021
SC,20092010,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9618,06/09/2021
SC,20102011,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9642,06/09/2021
SC,20112012,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9658,06/09/2021
SC,20122013,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9596,06/09/2021
SC,20132014,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9644,06/09/2021
SC,20142015,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9593,06/09/2021
SC,20152016,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9626,06/09/2021
SC,20162017,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9584,06/09/2021
SC,20172018,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9562,06/09/2021
SC,20182019,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9901,06/09/2021
SC,20192020,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9542,06/09/2021
SC,20202021,24,0011,004,COZAD ELEMENTARY SCHOOL,0.9462,08/27/2021
SC,20072008,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9570,06/09/2021
SC,20082009,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9533,06/09/2021
SC,20092010,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9410,06/09/2021
SC,20102011,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9533,06/09/2021
SC,20112012,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9526,06/09/2021
SC,20122013,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9430,06/09/2021
SC,20132014,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9592,06/09/2021
SC,20142015,24,0011,005,COZAD EARLY EDUCATION CENTER,0.9499,06/09/2021
SC,20182019,24,0011,005,COZAD EARLY EDUCATION CENTER,-1.0000,06/09/2021
SC,20072008,24,0011,011,COZAD ALTERNATIVE ED CENTER,0.8169,06/09/2021
DI,20062007,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20072008,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9605,11/09/2012
DI,20082009,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9585,11/09/2012
DI,20092010,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20102011,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20112012,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20122013,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9572,07/03/2013
DI,20132014,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9581,07/07/2014
DI,20142015,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9517,08/18/2015
DI,20152016,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9556,12/12/2016
DI,20162017,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9535,03/22/2018
DI,20172018,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9476,08/10/2018
DI,20182019,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9474,08/27/2019
DI,20192020,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9457,09/29/2020
DI,20202021,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.9519,08/27/2021
SC,20072008,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9526,06/09/2021
SC,20082009,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9549,06/09/2021
SC,20092010,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9511,06/09/2021
SC,20102011,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9516,06/09/2021
SC,20112012,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9554,06/09/2021
SC,20122013,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9534,06/09/2021
SC,20132014,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9543,06/09/2021
SC,20142015,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9496,06/09/2021
SC,20152016,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9539,06/09/2021
SC,20162017,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9487,06/09/2021
SC,20172018,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9433,06/09/2021
SC,20182019,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9406,06/09/2021
SC,20192020,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9408,06/09/2021
SC,20202021,24,0020,001,GOTHENBURG SECONDARY SCHOOL,0.9420,08/27/2021
SC,20072008,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20082009,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9615,06/09/2021
SC,20092010,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9607,06/09/2021
SC,20102011,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9605,06/09/2021
SC,20112012,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9639,06/09/2021
SC,20122013,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9604,06/09/2021
SC,20132014,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9614,06/09/2021
SC,20142015,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9536,06/09/2021
SC,20152016,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9572,06/09/2021
SC,20162017,24,0020,002,GOTHENBURG ELEMENTARY SCHOOL,0.9581,06/09/2021
SC,20172018,24,0020,002,DUDLEY ELEMENTARY SCHOOL,0.9519,06/09/2021
SC,20182019,24,0020,002,DUDLEY ELEMENTARY SCHOOL,0.9542,06/09/2021
SC,20192020,24,0020,002,DUDLEY ELEMENTARY SCHOOL,0.9504,06/09/2021
SC,20202021,24,0020,002,DUDLEY ELEMENTARY SCHOOL,0.9613,08/27/2021
DI,20062007,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9507,11/09/2012
DI,20072008,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9494,11/09/2012
DI,20082009,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9451,11/09/2012
DI,20092010,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9550,11/09/2012
DI,20102011,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9483,11/09/2012
DI,20112012,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9565,11/09/2012
DI,20122013,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9582,07/03/2013
DI,20132014,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9645,07/07/2014
DI,20142015,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9558,08/18/2015
DI,20152016,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9631,12/12/2016
DI,20162017,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9595,03/22/2018
DI,20172018,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9516,08/10/2018
DI,20182019,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9276,08/27/2019
DI,20192020,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9457,09/29/2020
DI,20202021,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.9417,08/27/2021
SC,20072008,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9451,06/09/2021
SC,20082009,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9294,06/09/2021
SC,20092010,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9532,06/09/2021
SC,20102011,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9450,06/09/2021
SC,20112012,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9554,06/09/2021
SC,20122013,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9577,06/09/2021
SC,20132014,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9646,06/09/2021
SC,20142015,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9550,06/09/2021
SC,20152016,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9566,06/09/2021
SC,20162017,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9537,06/09/2021
SC,20172018,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9452,06/09/2021
SC,20182019,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.8946,06/09/2021
SC,20192020,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9468,06/09/2021
SC,20202021,24,0101,001,JUNIOR-SENIOR HIGH AT SUMNER,0.9349,08/27/2021
SC,20072008,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9543,06/09/2021
SC,20082009,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9638,06/09/2021
SC,20092010,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9565,06/09/2021
SC,20102011,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9509,06/09/2021
SC,20112012,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9575,06/09/2021
SC,20122013,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9587,06/09/2021
SC,20132014,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9645,06/09/2021
SC,20142015,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9564,06/09/2021
SC,20152016,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9691,06/09/2021
SC,20162017,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9650,06/09/2021
SC,20172018,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9580,06/09/2021
SC,20182019,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9611,06/09/2021
SC,20192020,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9444,06/09/2021
SC,20202021,24,0101,002,ELEMENTARY SCHOOL AT SUMNER,0.9498,08/27/2021
DI,20062007,25,0025,000,CREEK VALLEY SCHOOLS,0.9529,11/09/2012
DI,20072008,25,0025,000,CREEK VALLEY SCHOOLS,0.9531,11/09/2012
DI,20082009,25,0025,000,CREEK VALLEY SCHOOLS,0.9545,11/09/2012
DI,20092010,25,0025,000,CREEK VALLEY SCHOOLS,0.9454,11/09/2012
DI,20102011,25,0025,000,CREEK VALLEY SCHOOLS,0.9542,11/09/2012
DI,20112012,25,0025,000,CREEK VALLEY SCHOOLS,0.9554,11/09/2012
DI,20122013,25,0025,000,CREEK VALLEY SCHOOLS,0.9602,07/03/2013
DI,20132014,25,0025,000,CREEK VALLEY SCHOOLS,0.9532,07/07/2014
DI,20142015,25,0025,000,CREEK VALLEY SCHOOLS,0.9544,08/18/2015
DI,20152016,25,0025,000,CREEK VALLEY SCHOOLS,0.9541,12/12/2016
DI,20162017,25,0025,000,CREEK VALLEY SCHOOLS,0.9539,03/22/2018
DI,20172018,25,0025,000,CREEK VALLEY SCHOOLS,0.9515,08/10/2018
DI,20182019,25,0025,000,CREEK VALLEY SCHOOLS,0.9858,08/27/2019
DI,20192020,25,0025,000,CREEK VALLEY SCHOOLS,0.9395,09/29/2020
DI,20202021,25,0025,000,CREEK VALLEY SCHOOLS,0.9633,08/27/2021
SC,20072008,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9495,06/09/2021
SC,20082009,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9492,06/09/2021
SC,20092010,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9386,06/09/2021
SC,20102011,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9406,06/09/2021
SC,20112012,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9435,06/09/2021
SC,20122013,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9572,06/09/2021
SC,20132014,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9389,06/09/2021
SC,20142015,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9463,06/09/2021
SC,20152016,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9468,06/09/2021
SC,20162017,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9407,06/09/2021
SC,20172018,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9477,06/09/2021
SC,20182019,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9699,06/09/2021
SC,20192020,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9306,06/09/2021
SC,20202021,25,0025,001,CREEK VALLEY HIGH SCHOOL,0.9221,08/27/2021
SC,20072008,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9500,06/09/2021
SC,20082009,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9475,06/09/2021
SC,20092010,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9395,06/09/2021
SC,20102011,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9572,06/09/2021
SC,20112012,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9558,06/09/2021
SC,20122013,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9554,06/09/2021
SC,20132014,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9503,06/09/2021
SC,20142015,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9570,06/09/2021
SC,20152016,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9546,06/09/2021
SC,20162017,25,0025,002,CREEK VALLEY MIDDLE SCHOOL,0.9629,06/09/2021
SC,20072008,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9596,06/09/2021
SC,20082009,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9653,06/09/2021
SC,20092010,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9570,06/09/2021
SC,20102011,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9637,06/09/2021
SC,20112012,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9637,06/09/2021
SC,20122013,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9662,06/09/2021
SC,20132014,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9673,06/09/2021
SC,20142015,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9590,06/09/2021
SC,20152016,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20162017,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9561,06/09/2021
SC,20172018,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9542,06/09/2021
SC,20182019,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9993,06/09/2021
SC,20192020,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9480,06/09/2021
SC,20202021,25,0025,003,CREEK VALLEY ELEMENTARY SCHOOL,0.9991,08/27/2021
DI,20062007,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9614,11/09/2012
DI,20072008,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9580,11/09/2012
DI,20082009,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9613,11/09/2012
DI,20092010,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20102011,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9548,11/09/2012
DI,20112012,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9447,11/09/2012
DI,20122013,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9529,07/03/2013
DI,20132014,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9550,07/07/2014
DI,20142015,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9448,08/18/2015
DI,20152016,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9503,12/12/2016
DI,20162017,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9453,03/22/2018
DI,20172018,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9540,08/10/2018
DI,20182019,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9717,08/27/2019
DI,20192020,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9402,09/29/2020
DI,20202021,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.9537,08/27/2021
SC,20072008,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9485,06/09/2021
SC,20082009,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9592,06/09/2021
SC,20092010,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9575,06/09/2021
SC,20102011,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9537,06/09/2021
SC,20112012,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9262,06/09/2021
SC,20122013,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9482,06/09/2021
SC,20132014,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9453,06/09/2021
SC,20142015,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9292,06/09/2021
SC,20152016,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9442,06/09/2021
SC,20162017,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9273,06/09/2021
SC,20172018,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9336,06/09/2021
SC,20182019,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9513,06/09/2021
SC,20192020,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9395,06/09/2021
SC,20202021,25,0095,001,SOUTH PLATTE HIGH SCHOOL,0.9473,08/27/2021
SC,20072008,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9647,06/09/2021
SC,20082009,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9628,06/09/2021
SC,20092010,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9634,06/09/2021
SC,20102011,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9558,06/09/2021
SC,20112012,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9603,06/09/2021
SC,20122013,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9566,06/09/2021
SC,20132014,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9622,06/09/2021
SC,20142015,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9583,06/09/2021
SC,20152016,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9555,06/09/2021
SC,20162017,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9595,06/09/2021
SC,20172018,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9654,06/09/2021
SC,20182019,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9905,06/09/2021
SC,20192020,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9408,06/09/2021
SC,20202021,25,0095,002,SO PLATTE ELEM AT BIG SPRINGS,0.9596,08/27/2021
DI,20062007,26,0001,000,PONCA PUBLIC SCHOOLS,0.9655,11/09/2012
DI,20072008,26,0001,000,PONCA PUBLIC SCHOOLS,0.9660,11/09/2012
DI,20082009,26,0001,000,PONCA PUBLIC SCHOOLS,0.9620,11/09/2012
DI,20092010,26,0001,000,PONCA PUBLIC SCHOOLS,0.9623,11/09/2012
DI,20102011,26,0001,000,PONCA PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20112012,26,0001,000,PONCA PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20122013,26,0001,000,PONCA PUBLIC SCHOOLS,0.9631,07/03/2013
DI,20132014,26,0001,000,PONCA PUBLIC SCHOOLS,0.9645,07/07/2014
DI,20142015,26,0001,000,PONCA PUBLIC SCHOOLS,0.9639,08/18/2015
DI,20152016,26,0001,000,PONCA PUBLIC SCHOOLS,0.9701,12/12/2016
DI,20162017,26,0001,000,PONCA PUBLIC SCHOOLS,0.9635,03/22/2018
DI,20172018,26,0001,000,PONCA PUBLIC SCHOOLS,0.9617,08/10/2018
DI,20182019,26,0001,000,PONCA PUBLIC SCHOOLS,0.9719,08/27/2019
DI,20192020,26,0001,000,PONCA PUBLIC SCHOOLS,0.9540,09/29/2020
DI,20202021,26,0001,000,PONCA PUBLIC SCHOOLS,0.9688,08/27/2021
SC,20072008,26,0001,001,PONCA HIGH SCHOOL,0.9644,06/09/2021
SC,20082009,26,0001,001,PONCA HIGH SCHOOL,0.9611,06/09/2021
SC,20092010,26,0001,001,PONCA HIGH SCHOOL,0.9639,06/09/2021
SC,20102011,26,0001,001,PONCA HIGH SCHOOL,0.9500,06/09/2021
SC,20112012,26,0001,001,PONCA HIGH SCHOOL,0.9509,06/09/2021
SC,20122013,26,0001,001,PONCA HIGH SCHOOL,0.9625,06/09/2021
SC,20132014,26,0001,001,PONCA HIGH SCHOOL,0.9632,06/09/2021
SC,20142015,26,0001,001,PONCA HIGH SCHOOL,0.9611,06/09/2021
SC,20152016,26,0001,001,PONCA HIGH SCHOOL,0.9627,06/09/2021
SC,20162017,26,0001,001,PONCA HIGH SCHOOL,0.9562,06/09/2021
SC,20172018,26,0001,001,PONCA HIGH SCHOOL,0.9556,06/09/2021
SC,20182019,26,0001,001,PONCA HIGH SCHOOL,0.9765,06/09/2021
SC,20192020,26,0001,001,PONCA HIGH SCHOOL,0.9394,06/09/2021
SC,20202021,26,0001,001,PONCA HIGH SCHOOL,0.9638,08/27/2021
SC,20072008,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9686,06/09/2021
SC,20082009,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20092010,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9571,06/09/2021
SC,20102011,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9661,06/09/2021
SC,20112012,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9655,06/09/2021
SC,20122013,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9627,06/09/2021
SC,20132014,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9694,06/09/2021
SC,20142015,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9686,06/09/2021
SC,20152016,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9743,06/09/2021
SC,20162017,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9707,06/09/2021
SC,20172018,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9671,06/09/2021
SC,20182019,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9685,06/09/2021
SC,20192020,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9695,06/09/2021
