Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
SC,20202021,26,0001,002,PONCA ELEMENTARY SCHOOL,0.9769,08/27/2021
SC,20072008,26,0001,003,JACKSON SCHOOL,0.9621,06/09/2021
SC,20082009,26,0001,003,JACKSON SCHOOL,0.9563,06/09/2021
SC,20092010,26,0001,003,JACKSON ELEMENTARY,0.9660,06/09/2021
SC,20102011,26,0001,003,JACKSON ELEMENTARY,0.9555,06/09/2021
SC,20112012,26,0001,003,JACKSON ELEMENTARY,0.9649,06/09/2021
SC,20122013,26,0001,003,JACKSON ELEMENTARY,0.9654,06/09/2021
SC,20132014,26,0001,003,JACKSON ELEMENTARY,0.9606,06/09/2021
SC,20142015,26,0001,003,JACKSON ELEMENTARY,0.9639,06/09/2021
SC,20152016,26,0001,003,JACKSON ELEMENTARY,0.9817,06/09/2021
SC,20162017,26,0001,003,JACKSON ELEMENTARY,0.9712,06/09/2021
SC,20172018,26,0001,003,JACKSON ELEMENTARY,0.9675,06/09/2021
SC,20182019,26,0001,003,JACKSON ELEMENTARY,0.9661,06/09/2021
SC,20192020,26,0001,003,JACKSON ELEMENTARY,0.9664,06/09/2021
SC,20202021,26,0001,003,JACKSON ELEMENTARY,0.9675,08/27/2021
DI,20062007,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20072008,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9540,11/09/2012
DI,20082009,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20092010,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9168,11/09/2012
DI,20102011,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9548,11/09/2012
DI,20112012,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9580,11/09/2012
DI,20122013,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9595,07/03/2013
DI,20132014,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9278,07/07/2014
SC,20072008,26,0024,001,NEWCASTLE HIGH SCHOOL,0.9427,06/09/2021
SC,20082009,26,0024,001,NEWCASTLE HIGH SCHOOL,0.9491,06/09/2021
SC,20092010,26,0024,001,NEWCASTLE HIGH SCHOOL,0.8470,06/09/2021
SC,20102011,26,0024,001,NEWCASTLE HIGH SCHOOL,0.9462,06/09/2021
SC,20112012,26,0024,001,NEWCASTLE HIGH SCHOOL,0.9337,06/09/2021
SC,20122013,26,0024,001,NEWCASTLE HIGH SCHOOL,0.9502,06/09/2021
SC,20132014,26,0024,001,NEWCASTLE HIGH SCHOOL,0.8809,06/09/2021
SC,20072008,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9678,06/09/2021
SC,20082009,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9680,06/09/2021
SC,20092010,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9677,06/09/2021
SC,20102011,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9641,06/09/2021
SC,20112012,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9722,06/09/2021
SC,20122013,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9597,06/09/2021
SC,20132014,26,0024,002,NEWCASTLE ELEMENTARY SCHOOL,0.9597,06/09/2021
SC,20072008,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9564,06/09/2021
SC,20082009,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9571,06/09/2021
SC,20092010,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9551,06/09/2021
SC,20102011,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9538,06/09/2021
SC,20112012,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9668,06/09/2021
SC,20122013,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9699,06/09/2021
SC,20132014,26,0024,003,NEWCASTLE MIDDLE SCHOOL,0.9590,06/09/2021
DI,20062007,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9546,11/09/2012
DI,20072008,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9594,11/09/2012
DI,20082009,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9639,11/09/2012
DI,20092010,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9600,11/09/2012
DI,20102011,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9713,11/09/2012
DI,20112012,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9664,11/09/2012
DI,20122013,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9595,07/03/2013
DI,20132014,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9643,07/07/2014
DI,20142015,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9601,08/18/2015
DI,20152016,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9590,12/12/2016
DI,20162017,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9613,03/22/2018
DI,20172018,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9614,08/10/2018
DI,20182019,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9678,08/27/2019
DI,20192020,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9688,09/29/2020
DI,20202021,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9658,08/27/2021
SC,20072008,26,0070,001,ALLEN HIGH SCHOOL,0.9460,06/09/2021
SC,20082009,26,0070,001,ALLEN HIGH SCHOOL,0.9568,06/09/2021
SC,20092010,26,0070,001,ALLEN HIGH SCHOOL,0.9538,06/09/2021
SC,20102011,26,0070,001,ALLEN HIGH SCHOOL,0.9668,06/09/2021
SC,20112012,26,0070,001,ALLEN HIGH SCHOOL,0.9570,06/09/2021
SC,20122013,26,0070,001,ALLEN HIGH SCHOOL,0.9508,06/09/2021
SC,20132014,26,0070,001,ALLEN HIGH SCHOOL,0.9591,06/09/2021
SC,20142015,26,0070,001,ALLEN HIGH SCHOOL,0.9529,06/09/2021
SC,20152016,26,0070,001,ALLEN HIGH SCHOOL,0.9496,06/09/2021
SC,20162017,26,0070,001,ALLEN HIGH SCHOOL,0.9544,06/09/2021
SC,20172018,26,0070,001,ALLEN HIGH SCHOOL,0.9533,06/09/2021
SC,20182019,26,0070,001,ALLEN HIGH SCHOOL,0.9630,06/09/2021
SC,20192020,26,0070,001,ALLEN HIGH SCHOOL,0.9694,06/09/2021
SC,20202021,26,0070,001,ALLEN HIGH SCHOOL,0.9725,08/27/2021
SC,20072008,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9724,06/09/2021
SC,20082009,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9714,06/09/2021
SC,20092010,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9670,06/09/2021
SC,20102011,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9770,06/09/2021
SC,20112012,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9772,06/09/2021
SC,20122013,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9687,06/09/2021
SC,20132014,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9711,06/09/2021
SC,20142015,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9686,06/09/2021
SC,20152016,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9716,06/09/2021
SC,20162017,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9699,06/09/2021
SC,20172018,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9712,06/09/2021
SC,20182019,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9736,06/09/2021
SC,20192020,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9680,06/09/2021
SC,20202021,26,0070,002,ALLEN ELEMENTARY SCHOOL,0.9584,08/27/2021
DI,20062007,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9532,11/09/2012
DI,20072008,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9555,11/09/2012
DI,20082009,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9540,11/09/2012
DI,20092010,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20102011,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9716,11/09/2012
DI,20112012,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9721,11/09/2012
DI,20122013,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9705,07/03/2013
DI,20132014,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9664,07/07/2014
DI,20142015,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9581,08/18/2015
DI,20152016,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9587,12/12/2016
DI,20162017,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9569,03/22/2018
DI,20172018,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9596,08/10/2018
DI,20182019,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9701,08/27/2019
DI,20192020,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9485,09/29/2020
DI,20202021,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9603,08/27/2021
SC,20072008,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9450,06/09/2021
SC,20082009,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9463,06/09/2021
SC,20092010,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9512,06/09/2021
SC,20102011,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9796,06/09/2021
SC,20112012,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9721,06/09/2021
SC,20122013,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9730,06/09/2021
SC,20132014,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9685,06/09/2021
SC,20142015,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9557,06/09/2021
SC,20152016,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9521,06/09/2021
SC,20162017,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9465,06/09/2021
SC,20172018,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9448,06/09/2021
SC,20182019,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9530,06/09/2021
SC,20192020,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9320,06/09/2021
SC,20202021,26,0561,001,EMERSON-HUBBARD HIGH SCHOOL,0.9575,08/27/2021
SC,20072008,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9653,06/09/2021
SC,20082009,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9612,06/09/2021
SC,20092010,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9644,06/09/2021
SC,20102011,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9635,06/09/2021
SC,20112012,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9721,06/09/2021
SC,20122013,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9680,06/09/2021
SC,20132014,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9645,06/09/2021
SC,20142015,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9601,06/09/2021
SC,20152016,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9634,06/09/2021
SC,20162017,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9643,06/09/2021
SC,20172018,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9730,06/09/2021
SC,20182019,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9817,06/09/2021
SC,20192020,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9443,06/09/2021
SC,20202021,26,0561,002,EMERSON-HUBBARD ELEMENTARY SCH,0.9584,08/27/2021
SC,20192020,26,0561,004,EMERSON-HUBBARD MIDDLE SCHOOL,0.9727,06/09/2021
SC,20202021,26,0561,004,EMERSON-HUBBARD MIDDLE SCHOOL,0.9660,08/27/2021
DI,20062007,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9512,11/09/2012
DI,20072008,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9464,11/09/2012
DI,20082009,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9469,11/09/2012
DI,20092010,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9433,11/09/2012
DI,20102011,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9427,11/09/2012
DI,20112012,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9530,11/09/2012
DI,20122013,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9520,07/03/2013
DI,20132014,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9460,07/07/2014
DI,20142015,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9449,08/18/2015
DI,20152016,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9435,12/12/2016
DI,20162017,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9430,03/22/2018
DI,20172018,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9388,08/10/2018
DI,20182019,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9400,08/27/2019
DI,20192020,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9377,09/29/2020
DI,20202021,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9311,08/27/2021
SC,20072008,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9249,06/09/2021
SC,20082009,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9266,06/09/2021
SC,20092010,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9306,06/09/2021
SC,20102011,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9085,06/09/2021
SC,20112012,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9335,06/09/2021
SC,20122013,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9373,06/09/2021
SC,20132014,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9104,06/09/2021
SC,20142015,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9178,06/09/2021
SC,20152016,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9143,06/09/2021
SC,20162017,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9220,06/09/2021
SC,20172018,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9151,06/09/2021
SC,20182019,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9230,06/09/2021
SC,20192020,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9212,06/09/2021
SC,20202021,27,0001,001,FREMONT SENIOR HIGH SCHOOL,0.9046,08/27/2021
SC,20072008,27,0001,002,FREMONT MIDDLE SCHOOL,0.9459,06/09/2021
SC,20082009,27,0001,002,FREMONT MIDDLE SCHOOL,0.9496,06/09/2021
SC,20092010,27,0001,002,FREMONT MIDDLE SCHOOL,0.9454,06/09/2021
SC,20102011,27,0001,002,FREMONT MIDDLE SCHOOL,0.9504,06/09/2021
SC,20112012,27,0001,002,FREMONT MIDDLE SCHOOL,0.9554,06/09/2021
SC,20122013,27,0001,002,FREMONT MIDDLE SCHOOL,0.9517,06/09/2021
SC,20132014,27,0001,002,FREMONT MIDDLE SCHOOL,0.9580,06/09/2021
SC,20142015,27,0001,002,FREMONT MIDDLE SCHOOL,0.9528,06/09/2021
SC,20152016,27,0001,002,FREMONT MIDDLE SCHOOL,0.9514,06/09/2021
SC,20162017,27,0001,002,FREMONT MIDDLE SCHOOL,0.9484,06/09/2021
SC,20172018,27,0001,002,FREMONT MIDDLE SCHOOL,0.9480,06/09/2021
SC,20182019,27,0001,002,FREMONT MIDDLE SCHOOL,0.9409,06/09/2021
SC,20192020,27,0001,002,FREMONT MIDDLE SCHOOL,0.9349,06/09/2021
SC,20202021,27,0001,002,FREMONT MIDDLE SCHOOL,0.9412,08/27/2021
SC,20072008,27,0001,004,FREMONT LEARNING CENTER,0.9036,06/09/2021
SC,20072008,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9656,06/09/2021
SC,20082009,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9628,06/09/2021
SC,20092010,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9568,06/09/2021
SC,20102011,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9599,06/09/2021
SC,20112012,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9622,06/09/2021
SC,20122013,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9612,06/09/2021
SC,20132014,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9600,06/09/2021
SC,20142015,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9537,06/09/2021
SC,20152016,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9520,06/09/2021
SC,20162017,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9500,06/09/2021
SC,20172018,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9549,06/09/2021
SC,20182019,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9551,06/09/2021
SC,20192020,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9484,06/09/2021
SC,20202021,27,0001,005,GRANT ELEMENTARY SCHOOL,0.9545,08/27/2021
SC,20072008,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9627,06/09/2021
SC,20082009,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9596,06/09/2021
SC,20092010,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9517,06/09/2021
SC,20102011,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9538,06/09/2021
SC,20112012,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9592,06/09/2021
SC,20122013,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9563,06/09/2021
SC,20132014,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9589,06/09/2021
SC,20142015,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9504,06/09/2021
SC,20152016,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9525,06/09/2021
SC,20162017,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9504,06/09/2021
SC,20172018,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9485,06/09/2021
SC,20182019,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9489,06/09/2021
SC,20192020,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9470,06/09/2021
SC,20202021,27,0001,007,LINDEN ELEMENTARY SCHOOL,0.9427,08/27/2021
SC,20072008,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9500,06/09/2021
SC,20082009,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9492,06/09/2021
SC,20092010,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9485,06/09/2021
SC,20102011,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9618,06/09/2021
SC,20112012,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9601,06/09/2021
SC,20122013,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9551,06/09/2021
SC,20132014,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9667,06/09/2021
SC,20142015,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9580,06/09/2021
SC,20152016,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9525,06/09/2021
SC,20162017,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9521,06/09/2021
SC,20172018,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9552,06/09/2021
SC,20182019,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9606,06/09/2021
SC,20192020,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9563,06/09/2021
SC,20202021,27,0001,009,WASHINGTON ELEMENTARY SCHOOL,0.9559,08/27/2021
SC,20072008,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9634,06/09/2021
SC,20082009,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9634,06/09/2021
SC,20092010,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20102011,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9676,06/09/2021
SC,20112012,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9712,06/09/2021
SC,20122013,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9736,06/09/2021
SC,20132014,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9617,06/09/2021
SC,20142015,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20152016,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9557,06/09/2021
SC,20162017,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9537,06/09/2021
SC,20172018,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9546,06/09/2021
SC,20182019,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9527,06/09/2021
SC,20192020,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9545,06/09/2021
SC,20202021,27,0001,010,CLARMAR ELEMENTARY SCHOOL,0.9615,08/27/2021
SC,20072008,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9644,06/09/2021
SC,20082009,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9589,06/09/2021
SC,20092010,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9271,06/09/2021
SC,20102011,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9631,06/09/2021
SC,20112012,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9664,06/09/2021
SC,20122013,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9650,06/09/2021
SC,20132014,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9673,06/09/2021
SC,20142015,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9653,06/09/2021
SC,20152016,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9678,06/09/2021
SC,20162017,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9620,06/09/2021
SC,20172018,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9587,06/09/2021
SC,20182019,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9549,06/09/2021
SC,20192020,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9488,06/09/2021
SC,20202021,27,0001,011,HOWARD ELEMENTARY SCHOOL,0.9579,08/27/2021
SC,20082009,27,0001,012,DAVENPORT SCHOOL,NULL,06/09/2021
SC,20072008,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9621,06/09/2021
SC,20082009,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9558,06/09/2021
SC,20092010,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9533,06/09/2021
SC,20102011,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9635,06/09/2021
SC,20112012,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9687,06/09/2021
SC,20122013,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9597,06/09/2021
SC,20132014,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9558,06/09/2021
SC,20142015,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9558,06/09/2021
SC,20152016,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9551,06/09/2021
SC,20162017,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9514,06/09/2021
SC,20172018,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9484,06/09/2021
SC,20182019,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9431,06/09/2021
SC,20192020,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9408,06/09/2021
SC,20202021,27,0001,015,MILLIKEN PARK ELEMENTARY SCH,0.9454,08/27/2021
SC,20072008,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9629,06/09/2021
SC,20082009,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9602,06/09/2021
SC,20092010,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20102011,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9644,06/09/2021
SC,20112012,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9629,06/09/2021
SC,20122013,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9622,06/09/2021
SC,20132014,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9664,06/09/2021
SC,20142015,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9571,06/09/2021
SC,20152016,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9581,06/09/2021
SC,20162017,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9539,06/09/2021
SC,20172018,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9487,06/09/2021
SC,20182019,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9463,06/09/2021
SC,20192020,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9471,06/09/2021
SC,20202021,27,0001,016,BELL FIELD ELEMENTARY SCHOOL,0.9395,08/27/2021
SC,20072008,27,0001,017,STUDENT SERVICE CENTER,0.9037,06/09/2021
SC,20072008,27,0001,018,PLATTEVILLE SCHOOL,0.9686,06/09/2021
SC,20082009,27,0001,018,PLATTEVILLE SCHOOL,0.9696,06/09/2021
SC,20092010,27,0001,018,PLATTEVILLE SCHOOL,0.9718,06/09/2021
SC,20102011,27,0001,018,PLATTEVILLE SCHOOL,0.9664,06/09/2021
SC,20112012,27,0001,018,PLATTEVILLE SCHOOL,0.9736,06/09/2021
SC,20122013,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9567,06/09/2021
SC,20132014,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9606,06/09/2021
SC,20142015,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9588,06/09/2021
SC,20152016,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9589,06/09/2021
SC,20162017,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9551,06/09/2021
SC,20172018,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9480,06/09/2021
SC,20182019,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9487,06/09/2021
SC,20192020,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9471,06/09/2021
SC,20202021,27,0001,019,JOHNSON CROSSING ACADEMIC CENTER (5-6),0.9304,08/27/2021
DI,20062007,27,0046,000,DODGE PUBLIC SCHOOLS,0.9715,11/09/2012
DI,20072008,27,0046,000,DODGE PUBLIC SCHOOLS,0.9764,11/09/2012
DI,20082009,27,0046,000,DODGE PUBLIC SCHOOLS,0.9756,11/09/2012
DI,20092010,27,0046,000,DODGE PUBLIC SCHOOLS,0.9698,11/09/2012
DI,20102011,27,0046,000,DODGE PUBLIC SCHOOLS,0.9745,11/09/2012
SC,20072008,27,0046,001,DODGE HIGH SCHOOL,0.9787,06/09/2021
SC,20082009,27,0046,001,DODGE HIGH SCHOOL,0.9771,06/09/2021
SC,20092010,27,0046,001,DODGE HIGH SCHOOL,0.9709,06/09/2021
SC,20102011,27,0046,001,DODGE HIGH SCHOOL,0.9737,06/09/2021
