Type,School Year,County,District,School,Agency Name,ADM,Salaries,Benefits,Federal,State/Local,3% Building & Contents,Per Pupil Cost,DataAsOf
SC,20192020,79,32,1,SCOTTSBLUFF SENIOR HIGH SCHOOL,1057,7932,1672,278,11634,1354,13266,10/30/2020
SC,20192020,80,5,1,MILFORD HIGH SCHOOL,315.88,8633,2600,140,13386,1992,15518,10/30/2020
SC,20192020,80,9,1,SEWARD HIGH SCHOOL,543.01,7589,3115,122,13170,1930,15222,10/30/2020
SC,20192020,80,567,1,CENTENNIAL JR-SR HIGH SCHOOL,196.8,13819,5646,331,22843,2299,25473,11/2/2020
SC,20192020,81,3,1,HAY SPRINGS HIGH SCHOOL,52.54,11605,4996,594,19928,2328,22850,10/29/2020
SC,20192020,81,10,1,GORDON-RUSHVILLE HIGH SCHOOL,167.5,11709,2245,601,15517,3786,19904,1/4/2021
SC,20192020,82,1,1,LOUP CITY HIGH SCHOOL,143.95,9616,3790,41,16246,4394,20681,3/5/2021
SC,20192020,82,15,1,LITCHFIELD HIGH SCHOOL,42.04,15000,5853,2336,23901,5175,31412,10/29/2020
SC,20192020,83,500,1,SIOUX COUNTY HIGH SCHOOL,29.36,22393,9175,535,40688,5989,47212,10/29/2020
SC,20192020,84,3,1,STANTON HIGH SCHOOL,188.6,9373,4169,412,17456,3286,21154,11/2/2020
SC,20192020,85,60,1,DESHLER HIGH SCHOOL,112.77,9787,4740,1352,17308,2310,20970,11/2/2020
SC,20192020,85,70,1,THAYER CENTRAL HIGH SCHOOL,170.75,10992,4733,184,19322,1977,21483,11/17/2020
SC,20192020,85,2001,1,BRUNING-DAVENPORT HIGH SCHOOL,48.93,16713,6872,717,28929,3113,32759,11/13/2020
SC,20192020,86,1,1,THEDFORD HIGH SCHOOL,52.28,14112,5657,64,26917,5191,32172,10/22/2020
SC,20192020,87,1,1,PENDER HIGH SCHOOL,137.55,9604,4270,152,15575,1804,17531,11/2/2020
SC,20192020,87,13,1,WALTHILL HIGH SCHOOL,123.02,13210,5967,2486,23644,2623,28753,11/4/2020
SC,20192020,87,16,1,UMO N HO N NATION HIGH SCHOOL,134.44,18311,8269,6269,28059,1666,35994,11/2/2020
SC,20192020,87,17,1,WINNEBAGO HIGH SCHOOL,181.27,15204,6108,2210,25132,1909,29251,10/30/2020
SC,20192020,88,5,1,ORD JR-SR HIGH SCHOOL,260.94,7544,3424,776,12675,3436,16887,11/9/2020
SC,20192020,88,21,1,ARCADIA HIGH SCHOOL,46.91,15758,7343,1023,28259,3206,32488,11/2/2020
SC,20192020,89,1,1,BLAIR HIGH SCHOOL,704.98,5930,2253,95,9381,1816,11292,10/30/2020
SC,20192020,89,3,1,FORT CALHOUN JR-SR HIGH SCHOOL,334.58,0,0,0,0,2415,2415,11/2/2020
SC,20192020,89,24,1,ARLINGTON HIGH SCHOOL,340.4,7795,2093,99,11763,1377,13239,12/9/2020
SC,20192020,90,17,1,WAYNE HIGH SCHOOL,314.92,6428,2576,276,11355,1604,13235,10/20/2020
SC,20192020,90,560,1,WAKEFIELD HIGH SCHOOL,215.82,7549,3081,388,13121,1700,15209,10/23/2020
SC,20192020,90,595,1,WINSIDE HIGH SCHOOL,84.03,13030,5228,20,22036,2972,25028,11/4/2020
SC,20192020,91,2,1,RED CLOUD HIGH SCHOOL,87.8,11143,4768,259,19834,3713,23806,10/23/2020
SC,20192020,91,74,1,BLUE HILL HIGH SCHOOL,155.86,8608,3727,518,15841,1249,17608,11/6/2020
SC,20192020,92,45,1,WHEELER CENTRAL HIGH,35.29,20577,8813,51,36831,3903,40785,5/3/2021
SC,20192020,93,12,1,YORK HIGH SCHOOL,456.11,7626,2800,611,11751,2466,14828,11/2/2020
SC,20192020,93,83,1,MCCOOL JUNCTION JR-SR HIGH SCH,132.43,9366,3827,365,15779,1829,17973,12/8/2020
SC,20192020,93,96,1,HEARTLAND COMMUNITY HIGH SCH,152.79,9344,3709,604,14592,2472,17668,10/28/2020
