Type,School Year,County,District,School,Agency Name,ADM,Salaries,Benefits,Federal,State/Local,3% Building & Contents,Per Pupil Cost,DataAsOf
SC,20182019,79,31,1,MITCHELL SECONDARY SCHOOL,310.11,6721,3273,134,11376,1559,13069,2/28/2020
SC,20182019,80,5,1,MILFORD HIGH SCHOOL,316.21,8336,2552,230,12655,1986,14871,2/28/2020
SC,20182019,80,9,1,SEWARD HIGH SCHOOL,520.08,7824,3104,51,13511,2005,15567,2/28/2020
SC,20182019,80,567,1,CENTENNIAL JR-SR HIGH SCHOOL,205.59,13297,5300,238,21637,2258,24133,2/28/2020
SC,20182019,81,3,1,HAY SPRINGS HIGH SCHOOL,49.11,12810,5110,626,22318,2424,25368,2/28/2020
SC,20182019,81,10,1,GORDON-RUSHVILLE HIGH SCHOOL,174.79,11773,2098,247,15806,3517,19570,2/28/2020
SC,20182019,82,1,1,LOUP CITY HIGH SCHOOL,143.7,9459,3569,75,16679,4302,21056,2/28/2020
SC,20182019,82,15,1,LITCHFIELD HIGH SCHOOL,44.94,15464,6955,1472,23470,4880,29822,2/28/2020
SC,20182019,83,500,1,SIOUX COUNTY HIGH SCHOOL,30.14,21997,8689,342,39143,5771,45256,2/28/2020
SC,20182019,84,3,1,STANTON HIGH SCHOOL,180.45,9490,4112,440,17306,3935,21681,2/28/2020
SC,20182019,85,60,1,DESHLER HIGH SCHOOL,109.6,11548,5406,1019,20141,2374,23534,2/28/2020
SC,20182019,85,70,1,THAYER CENTRAL HIGH SCHOOL,175.87,11187,4612,0,19016,1928,20944,2/28/2020
SC,20182019,85,2001,1,BRUNING-DAVENPORT HIGH SCHOOL,44.16,17420,6882,633,30045,3313,33991,2/28/2020
SC,20182019,86,1,1,THEDFORD HIGH SCHOOL,56.44,13868,5017,53,25549,4775,30377,2/28/2020
SC,20182019,87,1,1,PENDER HIGH SCHOOL,133.24,10278,4385,0,17742,2016,19758,2/28/2020
SC,20182019,87,13,1,WALTHILL HIGH SCHOOL,156.24,10281,4504,1104,20158,1965,23227,2/28/2020
SC,20182019,87,16,1,UMO N HO N NATION HIGH SCHOOL,128.47,15131,5521,764,27816,1742,30322,2/28/2020
SC,20182019,87,17,1,WINNEBAGO HIGH SCHOOL,179.85,13841,5595,1821,23771,2091,27683,2/28/2020
SC,20182019,88,5,1,ORD JR-SR HIGH SCHOOL,269.21,7068,3079,701,11319,3383,15403,2/28/2020
SC,20182019,88,21,1,ARCADIA HIGH SCHOOL,51.88,17880,8790,849,30407,2880,34136,2/28/2020
SC,20182019,89,1,1,BLAIR HIGH SCHOOL,715.62,5983,2293,29,9713,1787,11529,2/28/2020
SC,20182019,89,3,1,FORT CALHOUN HIGH SCHOOL,332.68,7588,2758,466,12582,2416,15464,2/28/2020
SC,20182019,89,24,1,ARLINGTON HIGH SCHOOL,329.58,7865,1803,61,11565,910,12536,2/28/2020
SC,20182019,90,17,1,WAYNE HIGH SCHOOL,305.92,6815,2723,301,12154,1469,13924,2/28/2020
SC,20182019,90,560,1,WAKEFIELD HIGH SCHOOL,208.75,7624,3166,155,12805,1756,14716,2/28/2020
SC,20182019,90,595,1,WINSIDE HIGH SCHOOL,76.61,15300,6549,43,25068,3138,28249,2/28/2020
SC,20182019,91,2,1,RED CLOUD HIGH SCHOOL,81.64,11389,4845,132,19437,3694,23263,2/28/2020
SC,20182019,91,74,1,BLUE HILL HIGH SCHOOL,151.8,8927,3631,482,16563,1392,18437,2/28/2020
SC,20182019,92,45,1,WHEELER CENTRAL HIGH,31.7,23412,9830,1338,42114,4345,47797,2/28/2020
SC,20182019,93,12,1,YORK HIGH SCHOOL,443.92,8006,3041,390,12818,2534,15742,2/28/2020
SC,20182019,93,83,1,MCCOOL JUNCTION JR-SR HIGH SCH,148.31,8728,3404,252,14490,1653,16395,2/28/2020
SC,20182019,93,96,1,HEARTLAND COMMUNITY HIGH SCH,143.3,9962,3898,288,15858,2740,18886,2/28/2020
